,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
564,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest path,-0.5, - moved around - ,13.5,52,564
565,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,open forest,you must tell me how to do that to a forest,-1.0,,12.5,53,565
566,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,12.0,54,566
567,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest,-0.5, - moved around - ,11.5,55,567
568,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,open forest,you must tell me how to do that to a forest,-1.0,,10.5,56,568
569,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,leave egg,dropped,1.5, new area score ---forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest - moved around - ,12.0,57,569
570,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go west,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest - moved around - ,13.5,58,570
571,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped,4.5, inventory score (you are carrying a bird's nest --- you are empty-handed) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here you are empty-handed - moved around - ,18.0,59,571
572,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path there is a bird's nest here you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest ,2.5, inventory score (you are empty-handed --- you are carrying a bird's nest) - moved around - ,20.5,60,572
573,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go south,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest - moved around - ,22.0,61,573
574,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest,you are carrying a bird's nest,go southwest,west of house there is a small mailbox here,1.5, new area score ---west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest - moved around - ,23.5,62,574
575,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are carrying a bird's nest,you are carrying a bird's nest,go north,north of house,-0.5, - moved around - ,23.0,63,575
576,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest,you are carrying a bird's nest,go east,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest - moved around - ,24.5,64,576
577,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest,you are carrying a bird's nest,read path with nest,how does one look through a bird's nest,-1.0,,23.5,65,577
578,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are carrying a bird's nest,you are carrying a bird's nest,go northwest,north of house,-0.5, - moved around - ,23.0,66,578
579,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest,you are carrying a bird's nest,go north,forest path ,-0.5, - moved around - ,22.5,67,579
580,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest ,kick nest,kicking the bird's nest has no effect,-1.0,,21.5,68,580
581,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest - moved around - ,23.0,69,581
582,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest,you are carrying a bird's nest,go south,forest path,-0.5, - moved around - ,22.5,70,582
583,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,unlock tree with path,it doesn't seem to work,-1.0,,21.5,71,583
584,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go south,north of house,-0.5, - moved around - ,21.0,72,584
585,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped,2.0, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a bird's nest here you are empty-handed - moved around - ,23.0,73,585
586,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees there is a bird's nest here you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,22.5,74,586
587,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,22.0,75,587
588,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go south,forest,-0.5, - moved around - ,21.5,76,588
589,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,21.0,77,589
590,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go south,forest ,-0.5, - moved around - ,20.5,78,590
591,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,20.0,79,591
592,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,19.5,80,592
593,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,19.0,81,593
594,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path ,-0.5, - moved around - ,18.5,82,594
595,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed - moved around - ,20.0,83,595
596,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,19.5,84,596
597,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,19.0,85,597
598,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,18.5,86,598
599,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,18.0,87,599
600,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,17.5,88,600
601,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,17.0,89,601
602,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,16.5,90,602
603,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,16.0,91,603
604,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,15.5,92,604
605,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,15.0,93,605
606,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,14.5,94,606
607,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,1.5, new area score ---forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,16.0,95,607
608,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pick nest with one,there seems to be a noun missing in that sentence,-1.0,,15.0,96,608
609,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest with gold,those things aren't here ,-1.0,,14.0,97,609
610,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go east,forest the forest thins out revealing impassable mountains,1.5, new area score ---forest the forest thins out revealing impassable mountains you are empty-handed - moved around - ,15.5,98,610
611,forest the forest thins out revealing impassable mountains you are empty-handed,you are empty-handed,go west,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,15.0,99,611
612,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read bird,you can't see any songbird here ,-1.0,,14.0,100,612
613,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,carry nest to gold,that sentence isn't one i recognize,-1.0,,13.0,101,613
614,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,fill gold with one,there seems to be a noun missing in that sentence,-1.0,,12.0,102,614
615,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,11.5,103,615
616,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,11.0,104,616
617,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,10.5,105,617
618,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,10.0,106,618
619,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,9.5,107,619
620,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,9.0,108,620
621,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,8.5,109,621
622,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest ,-0.5, - moved around - ,8.0,110,622
623,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,7.5,111,623
624,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,7.0,112,624
625,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,6.5,113,625
626,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,6.0,114,626
627,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path,-0.5, - moved around - ,5.5,115,627
628,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,5.0,116,628
629,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go east,forest path ,-0.5, - moved around - ,4.5,117,629
630,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,4.0,118,630
631,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,3.5,119,631
632,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,3.0,120,632
633,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path ,-0.5, - moved around - ,2.5,121,633
634,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,2.0,122,634
635,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,1.5,123,635
636,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,1.0,124,636
637,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path,-0.5, - moved around - ,0.5,125,637
638,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile ,-0.5, - moved around - ,0.0,126,638
639,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,give bird to nest,you don't have the songbird,-1.0,,-1.0,127,639
640,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,play nest,you can't see any nest here,-1.0,,-2.0,128,640
641,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go south,clearing you are in a small clearing in a well marked forest path that extends to the east and west,1.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,-0.5,129,641
642,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go east,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here,1.5, new area score ---canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed - moved around - ,1.0,130,642
643,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable,1.5, new area score ---rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed - moved around - ,2.5,131,643
644,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,2.0,132,644
645,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,find walls,it's right here,-1.0,,1.0,133,645
646,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge,-0.5, - moved around - ,0.5,134,646
647,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,0.0,135,647
648,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge,-0.5, - moved around - ,-0.5,136,648
649,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path,1.5, new area score ---canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed - moved around - ,1.0,137,649
650,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go north,end of rainbow you are on a small rocky beach on the continuation of the frigid river past the falls the beach is narrow due to the presence of the white cliffs the river canyon opens here and sunlight shines in from above a rainbow crosses over the falls to the east and a narrow path continues to the southwest,1.5, new area score ---end of rainbow you are on a small rocky beach on the continuation of the frigid river past the falls the beach is narrow due to the presence of the white cliffs the river canyon opens here and sunlight shines in from above a rainbow crosses over the falls to the east and a narrow path continues to the southwest you are empty-handed - moved around - ,2.5,138,650
651,end of rainbow you are on a small rocky beach on the continuation of the frigid river past the falls the beach is narrow due to the presence of the white cliffs the river canyon opens here and sunlight shines in from above a rainbow crosses over the falls to the east and a narrow path continues to the southwest you are empty-handed,you are empty-handed,go southwest,canyon bottom,-0.5, - moved around - ,2.0,139,651
652,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go north,end of rainbow,-0.5, - moved around - ,1.5,140,652
653,end of rainbow you are on a small rocky beach on the continuation of the frigid river past the falls the beach is narrow due to the presence of the white cliffs the river canyon opens here and sunlight shines in from above a rainbow crosses over the falls to the east and a narrow path continues to the southwest you are empty-handed,you are empty-handed,go southwest,canyon bottom,-0.5, - moved around - ,1.0,141,653
654,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,0.5,142,654
655,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,0.0,143,655
656,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,-0.5,144,656
657,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom,-0.5, - moved around - ,-1.0,145,657
658,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go north,end of rainbow,-0.5, - moved around - ,-1.5,146,658
659,end of rainbow you are on a small rocky beach on the continuation of the frigid river past the falls the beach is narrow due to the presence of the white cliffs the river canyon opens here and sunlight shines in from above a rainbow crosses over the falls to the east and a narrow path continues to the southwest you are empty-handed,you are empty-handed,go southwest,canyon bottom,-0.5, - moved around - ,-2.0,147,659
660,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,-2.5,148,660
661,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom,-0.5, - moved around - ,-3.0,149,661
662,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,-3.5,150,662
663,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,-4.0,151,663
664,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,-4.5,152,664
665,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,-5.0,153,665
666,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge,-0.5, - moved around - ,-5.5,154,666
