,0,1,2,3,4
970,tell,creature,about,topic,
971,ask,creature,about,topic,
972,ask,creature,for,noun,
973,ask,creature,about,topic,
974,consult,noun,on,topic,
975,read,topic,in,noun,
976,attach,noun,to,noun,
977,attach,noun,with,noun,
978,tell,creature,about,topic,
979,tell,creature,to,topic,
980,ask,creature,to,topic,
981,ask,creature,for,noun,
982,put,noun,under,noun,
983,consult,noun,on,topic,
984,tell,creature,about,topic,
985,ask,creature,about,topic,
986,ask,creature,for,noun,
987,pour,noun,in,noun,
988,carry,noun,with,noun,
989,put,noun,under,noun,
990,attach,noun,to,noun,
991,tell,creature,about,topic,
992,ask,creature,about,topic,
993,consult,noun,about,topic,
994,consult,noun,on,topic,
995,ask,creature,for,noun,
996,tickle,noun,with,noun,
997,pour,noun,in,noun,
998,consult,noun,on,topic,
999,read,topic,in,noun,
1000,tell,creature,about,topic,
1001,attach,noun,to,noun,
1002,tell,creature,about,topic,
1003,consult,noun,about,topic,
1004,consult,noun,on,topic,
1005,read,topic,in,noun,
1006,remove,noun,from,noun,
1007,put,tape,on,noun,
1008,consult,noun,on,topic,
1009,read,topic,in,noun,
1010,tell,creature,about,topic,
1011,ask,creature,about,topic,
1012,ask,creature,for,noun,
1013,combine,noun,with,noun,
1014,pour,noun,into,noun,
1015,pour,noun,in,noun,
1016,pour,noun,on,noun,
1017,tell,creature,about,topic,
1018,ask,creature,about,topic,
1019,consult,noun,about,topic,
1020,consult,noun,on,topic,
1021,read,topic,in,noun,
1022,ask,creature,for,noun,
1023,attach,noun,to,noun,
1024,combine,noun,with,noun,
1025,discard,noun,into,noun,
1026,pour,noun,into,noun,
1027,pour,noun,in,noun,
1028,pour,noun,on,noun,
1029,cover,noun,with,noun,REVERSE
1030,tell,creature,about,topic,
1031,ask,creature,for,noun,
1032,ask,creature,about,topic,
1033,ask,creature,about,topic,
1034,adjust,noun,to,topic,
1035,tell,creature,about,topic,
1036,ask,creature,for,noun,
1037,put,noun,over,noun,
1038,consult,noun,on,scope,
1039,consult,noun,on,topic,
1040,read,topic,in,noun,
1041,tell,creature,about,scope,
1042,tell,creature,about,parse,
1043,ask,creature,about,scope,
1044,ask,creature,for,scope,
1045,pour,noun,on,noun,
1046,attach,noun,to,noun,
1047,consult,noun,about,topic,
1048,consult,noun,on,topic,
1049,read,topic,in,noun,
1050,pour,noun,on,noun,
1051,consult,noun,on,scope,
1052,tell,creature,about,scope,
1053,ask,creature,about,scope,
1054,ask,creature,for,scope,
1055,tell,creature,about,parse,
1056,consult,noun,on,topic,
1057,tell,creature,about,topic,
1058,ask,creature,about,topic,
1059,ask,creature,for,noun,
1060,tell,creature,about,topic,
1061,ask,creature,about,topic,
1062,consult,noun,about,topic,
1063,consult,noun,on,topic,
1064,ask,creature,for,noun,
1065,consult,noun,about,scope,
1066,consult,noun,on,scope,
1067,adjust,noun,to,number,
1068,rotate,noun,to,number,
1069,tell,creature,about,topic,
1070,ask,creature,about,topic,
1071,ask,creature,for,noun,
1072,check,noun,on,noun,
1073,check,noun,on,noun,
1074,check,click,on,noun,
1075,left,click,on,noun,
1076,check,leftcli,on,noun,
1077,left,click,on,noun,
1078,left,click,on,noun,
1079,left,click,on,noun,
1080,left,double,click,on,noun
1081,left,doublec,on,noun,
1082,unclip,noun,from,noun,
1083,adjust,noun,to,number,
1084,rotate,noun,to,number,
1085,tell,creature,about,topic,
1086,ask,creature,about,topic,
1087,consult,noun,about,scope,
1088,consult,noun,on,scope,
1089,ask,creature,for,noun,
1090,check,click,on,noun,
1091,left,click,on,noun,
1092,left,click,on,noun,
1093,check,rightcl,on,noun,
1094,left,click,on,noun,
1095,left,click,on,noun,
1096,left,double,click,on,noun
1097,left,doublec,on,noun,
1098,consult,noun,on,topic,
1099,read,topic,in,noun,
1100,tell,creature,about,topic,
1101,ask,creature,about,topic,
1102,ask,creature,for,noun,
1103,tell,creature,about,topic,
1104,ask,creature,about,topic,
1105,consult,noun,about,topic,
1106,consult,noun,on,topic,
1107,read,topic,in,noun,
1108,ask,creature,for,noun,
1109,consult,noun,on,topic,
1110,read,topic,in,noun,
1111,tell,creature,about,topic,
1112,ask,creature,about,topic,
1113,ask,creature,for,noun,
1114,attach,noun,to,noun,
1115,tell,creature,about,topic,
1116,ask,creature,about,topic,
1117,consult,noun,about,topic,
1118,consult,noun,on,topic,
1119,read,topic,in,noun,
1120,ask,creature,for,noun,
1121,ask,creature,about,topic,
1122,ask,creature,for,noun,
1123,consult,noun,on,topic,
1124,read,topic,in,noun,
1125,tell,creature,about,topic,
1126,ask,creature,about,topic,
1127,consult,noun,on,topic,
1128,read,topic,in,noun,
1129,swipe,noun,in,noun,
1130,swipe,noun,through,noun,
1131,tell,creature,about,topic,
1132,ask,creature,to,topic,
1133,ask,creature,for,noun,
1134,consult,noun,on,topic,
1135,read,topic,in,noun,
1136,tell,creature,about,topic,
1137,ask,creature,about,topic,
1138,ask,creature,for,noun,
1139,attach,noun,to,noun,
1140,ask,creature,about,topic,
1141,consult,noun,about,topic,
1142,consult,noun,on,topic,
1143,read,topic,in,noun,
1144,ask,creature,for,noun,
1145,consult,noun,on,topic,
1146,read,topic,in,noun,
1147,tell,creature,about,topic,
1148,ask,creature,about,topic,
1149,ask,creature,for,noun,
1150,ask,creature,about,topic,
1151,tell,creature,about,topic,
1152,ask,creature,for,noun,
1153,attach,noun,to,noun,
1154,consult,noun,about,topic,
1155,consult,noun,on,topic,
1156,read,topic,in,noun,
1157,consult,noun,on,topic,
1158,read,topic,in,noun,
1159,tell,creature,about,topic,
1160,ask,creature,about,topic,
1161,ask,creature,for,noun,
1162,attach,noun,to,noun,
1163,tell,creature,about,topic,
1164,ask,creature,about,topic,
1165,consult,noun,about,topic,
1166,consult,noun,on,topic,
1167,read,topic,in,noun,
1168,ask,creature,for,noun,
1169,consult,noun,on,topic,
1170,read,topic,in,noun,
1171,tell,creature,about,topic,
1172,ask,creature,about,topic,
1173,ask,creature,for,noun,
1174,tell,creature,about,topic,
1175,ask,creature,about,topic,
1176,consult,noun,about,topic,
1177,consult,noun,on,topic,
1178,read,topic,in,noun,
1179,ask,creature,for,noun,
1180,check,hand,of,bed,
1181,tell,creature,about,topic,
1182,ask,creature,for,noun,
1183,ask,creature,about,topic,
1184,ask,creature,about,topic,
1185,adjust,noun,to,topic,
1186,tell,creature,about,topic,
1187,ask,creature,for,noun,
1188,check,hand,of,bed,
1189,tell,creature,about,topic,
1190,ask,creature,for,noun,
1191,ask,creature,about,topic,
1192,aim,junk,at,bowl,
1193,aim,junk,at,toilet,
1194,aim,pee,at,bowl,
1195,aim,pee,at,toilet,
1196,aim,junk,at,toilet,
1197,aim,pee,at,toilet,
1198,ask,creature,about,topic,
1199,adjust,noun,to,topic,
1200,tell,creature,about,topic,
1201,ask,creature,for,noun,
1202,aim,junk,at,bowl,
1203,aim,junk,at,toilet,
1204,aim,pee,at,bowl,
1205,aim,pee,at,toilet,
1206,aim,junk,at,toilet,
1207,aim,pee,at,toilet,
1208,ask,creature,about,scope,
1209,ask,creature,about,topic,
1210,ask,creature,for,noun,
1211,consult,noun,about,scope,
1212,consult,noun,on,topic,
1213,read,topic,in,noun,
1214,tell,creature,about,scope,
1215,tell,creature,about,topic,
1216,aim,noun,with,noun,
1217,ask,creature,about,scope,
1218,ask,creature,about,topic,
1219,consult,noun,about,topic,
1220,consult,noun,on,topic,
1221,read,topic,in,noun,
1222,tell,creature,about,scope,
1223,tell,creature,about,topic,
1224,ask,creature,to,topic,
1225,ask,creature,for,noun,
1226,consult,noun,on,topic,
1227,read,topic,in,noun,
1228,tell,creature,about,topic,
1229,ask,creature,about,topic,
1230,ask,creature,for,noun,
1231,grab,multiinside,from,noun,
1232,tell,creature,about,topic,
1233,ask,creature,about,topic,
1234,consult,noun,on,topic,
1235,read,topic,in,noun,
1236,ask,creature,for,noun,
1237,drag,noun,to,noun,
1238,consult,noun,on,topic,
1239,tell,creature,about,topic,
1240,ask,creature,about,topic,
1241,ask,creature,for,noun,
1242,tell,creature,about,topic,
1243,ask,creature,about,topic,
1244,consult,noun,about,topic,
1245,consult,noun,on,topic,
1246,ask,creature,for,noun,
1247,consult,noun,on,topic,
1248,read,topic,in,noun,
1249,drag,noun,to,scope,
1250,tell,creature,about,topic,
1251,ask,creature,about,topic,
1252,ask,creature,for,noun,
1253,break,noun,with,noun,
1254,attach,noun,to,noun,
1255,tell,creature,about,topic,
1256,ask,creature,about,topic,
1257,consult,noun,about,topic,
1258,consult,noun,on,topic,
1259,read,topic,in,noun,
1260,ask,creature,for,noun,
1261,break,noun,with,noun,
1262,break,noun,in,half,
1263,drag,noun,to,scope,
1264,write,topic,on,noun,REVERSE
1265,tell,creature,about,topic,
1266,ask,creature,for,noun,
1267,ask,creature,about,topic,
1268,ask,creature,about,topic,
1269,ask,creature,for,noun,
1270,tell,creature,about,topic,
1271,adjust,noun,to,topic,
1272,tell,creature,about,topic,
1273,ask,creature,for,noun,
1274,ask,creature,about,topic,
1275,ask,creature,about,topic,
1276,ask,creature,for,noun,
1277,adjust,noun,to,topic,
1278,enter,NUMBER,on,ATTRIBUTE33,
1279,tell,CREATURE,about,TEXT,
1280,ask,CREATURE,about,TEXT,
1281,enter,NUMBER,on,ATTRIBUTE33,
1282,agree,head,at,ATTRIBUTE0,
1283,disagree,head,at,ATTRIBUTE0,
1284,tell,CREATURE,about,TEXT,
1285,ask,CREATURE,about,TEXT,
1286,consult,noun,on,topic,
1287,read,topic,in,noun,
1288,tell,creature,about,topic,
1289,ask,creature,about,topic,
1290,ask,creature,for,noun,
1291,lock,noun,with,noun,
1292,attach,noun,to,noun,
1293,tell,creature,about,topic,
1294,ask,creature,about,topic,
1295,consult,noun,about,topic,
1296,consult,noun,on,topic,
1297,read,topic,in,noun,
1298,ask,creature,for,noun,
1299,consult,noun,on,topic,
1300,read,topic,in,noun,
1301,tell,creature,about,topic,
1302,ask,creature,about,topic,
1303,ask,creature,for,noun,
1304,detach,noun,from,noun,
1305,tell,creature,about,topic,
1306,ask,creature,about,topic,
1307,consult,noun,about,topic,
1308,consult,noun,on,topic,
1309,read,topic,in,noun,
1310,ask,creature,for,noun,
1311,ask,creature,about,topic,
1312,ask,creature,for,noun,
1313,consult,noun,on,topic,
1314,read,topic,in,noun,
1315,tell,creature,about,topic,
1316,ask,creature,about,topic,
1317,consult,noun,on,topic,
1318,read,topic,in,noun,
1319,tell,creature,about,topic,
1320,ask,creature,to,topic,
1321,ask,creature,for,noun,
1322,consult,noun,on,topic,
1323,read,topic,in,noun,
1324,tell,creature,about,topic,
1325,ask,creature,about,topic,
1326,ask,creature,for,noun,
1327,attach,noun,to,noun,
1328,tell,creature,about,topic,
1329,ask,creature,about,topic,
1330,consult,noun,about,topic,
1331,consult,noun,on,topic,
1332,read,topic,in,noun,
1333,ask,creature,for,noun,
1334,consult,noun,on,topic,
1335,read,topic,in,noun,
1336,tell,creature,about,topic,
1337,ask,creature,about,topic,
1338,ask,creature,for,noun,
1339,attach,noun,to,noun,
1340,tell,creature,about,topic,
1341,ask,creature,about,topic,
1342,consult,noun,about,topic,
1343,consult,noun,on,topic,
1344,read,topic,in,noun,
1345,ask,creature,for,noun,
1346,consult,noun,on,topic,
1347,read,topic,in,noun,
1348,attach,noun,to,noun,
1349,consult,noun,about,topic,
1350,consult,noun,on,topic,
1351,read,topic,in,noun,
1352,enter,number,on,noun,
1353,consult,noun,on,topic,
1354,tell,creature,about,topic,
1355,ask,creature,about,topic,
1356,ask,creature,for,noun,
1357,attach,noun,to,noun,
1358,fill,noun,with,noun,
1359,tell,creature,about,topic,
1360,ask,creature,about,topic,
1361,consult,noun,about,topic,
1362,consult,noun,on,topic,
1363,ask,creature,for,noun,
1364,ask,creature,about,topic,
1365,ask,creature,for,noun,
1366,consult,noun,on,topic,
1367,read,topic,in,noun,
1368,tell,creature,about,topic,
1369,rip,hole,in,noun,
1370,make,hole,in,noun,
1371,ask,creature,about,topic,
1372,consult,noun,on,topic,
1373,read,topic,in,noun,
1374,tell,creature,about,topic,
1375,ask,creature,to,topic,
1376,ask,creature,for,noun,
1377,rip,hole,in,noun,
1378,make,hole,in,noun,
1379,tell,creature,about,topic,
1380,ask,creature,for,noun,
1381,ask,creature,about,topic,
1382,ask,creature,about,topic,
1383,ask,creature,for,noun,
1384,tell,creature,about,topic,
1385,consult,noun,on,topic,
1386,read,topic,in,noun,
1387,tell,creature,about,scope,
1388,tell,creature,about,topic,
1389,ask,creature,about,topic,
1390,ask,creature,for,noun,
1391,shake,fist,at,noun,
1392,shake,my,fist,at,noun
1393,attach,noun,to,noun,
1394,tell,creature,about,scope,
1395,tell,creature,about,topic,
1396,ask,creature,about,topic,
1397,consult,noun,about,topic,
1398,consult,noun,on,topic,
1399,read,topic,in,noun,
1400,ask,creature,for,noun,
1401,play,noun,on,noun,
1402,rotate,noun,to,right,
1403,shake,fist,at,noun,
1404,shake,my,fist,at,noun
1405,ask,creature,about,topic,
1406,ask,creature,for,noun,
1407,consult,noun,on,topic,
1408,read,noun,through,noun,
1409,tell,creature,about,topic,
1410,use,noun,in,noun,
1411,ask,creature,about,topic,
1412,consult,noun,on,topic,
1413,attach,noun,to,noun,
1414,tell,creature,about,topic,
1415,ask,creature,to,topic,
1416,ask,creature,for,noun,
1417,use,noun,in,noun,
1418,consult,noun,on,topic,
1419,read,topic,in,noun,
1420,rotate,noun,to,number,
1421,tell,creature,about,topic,
1422,ask,creature,about,topic,
1423,ask,creature,for,noun,
1424,rotate,noun,to,number,
1425,tell,creature,about,topic,
1426,ask,creature,about,topic,
1427,consult,noun,about,topic,
1428,consult,noun,on,topic,
1429,read,topic,in,noun,
1430,ask,creature,for,noun,
1431,consult,noun,on,topic,
1432,adjust,noun,to,number,
1433,rotate,noun,to,number,
1434,tell,creature,about,topic,
1435,ask,creature,about,topic,
1436,ask,creature,for,noun,
1437,read,topic,in,noun,
1438,attach,noun,to,noun,
1439,adjust,noun,to,number,
1440,rotate,noun,to,number,
1441,tell,creature,about,topic,
1442,ask,creature,about,topic,
1443,consult,noun,about,topic,
1444,consult,noun,on,topic,
1445,read,topic,in,noun,
1446,ask,creature,for,noun,
1447,tell,CREATURE,about,TEXT,
1448,ask,CREATURE,about,TEXT,
1449,tell,CREATURE,about,TEXT,
1450,ask,CREATURE,about,TEXT,
1451,tell,CREATURE,about,TEXT,
1452,ask,CREATURE,about,TEXT,
1453,rotate,noun,to,parse,
1454,tell,creature,about,topic,
1455,ask,creature,for,noun,
1456,ask,creature,about,topic,
1457,ask,creature,about,topic,
1458,adjust,noun,to,topic,
1459,tell,creature,about,topic,
1460,ask,creature,for,noun,
1461,rotate,noun,to,parse,
1462,consult,noun,on,topic,
1463,read,topic,in,noun,
1464,adjust,noun,to,noun,
1465,ask,noun,for,noun,
1466,attach,noun,to,noun,
1467,adjust,noun,to,noun,
1468,rotate,noun,to,noun,
1469,consult,noun,about,topic,
1470,consult,noun,on,topic,
1471,read,topic,in,noun,
1472,ask,creature,about,topic,
1473,ask,creature,for,noun,
1474,consult,noun,on,topic,
1475,read,topic,in,noun,
1476,tell,creature,about,topic,
1477,ask,creature,about,topic,
1478,consult,noun,on,topic,
1479,read,topic,in,noun,
1480,swing,noun,at,noun,
1481,tell,creature,about,topic,
1482,ask,creature,to,topic,
1483,ask,creature,for,noun,
1484,ask,creature,about,topic,
1485,ask,creature,for,noun,
1486,burn,noun,with,noun,
1487,consult,noun,on,topic,
1488,put,cream,on,noun,
1489,put,cream,in,noun,
1490,put,cream,onto,noun,
1491,put,noun,under,noun,
1492,read,topic,in,noun,
1493,tell,creature,about,topic,
1494,pour,noun,into,noun,
1495,pour,noun,onto,noun,
1496,pour,noun,on,noun,
1497,pour,noun,over,noun,
1498,ask,creature,about,topic,
1499,consult,noun,on,topic,
1500,read,topic,in,noun,
1501,put,noun,under,noun,
1502,attach,noun,to,noun,
1503,plug,noun,in,noun,
1504,plug,noun,to,noun,
1505,plug,noun,into,noun,
1506,tell,creature,about,topic,
1507,unlock,noun,with,noun,
1508,ask,creature,to,topic,
1509,ask,creature,for,noun,
1510,put,cream,on,noun,
1511,put,cream,in,noun,
1512,put,cream,onto,noun,
1513,burn,noun,with,noun,
1514,pour,noun,into,noun,
1515,pour,noun,onto,noun,
1516,pour,noun,on,noun,
1517,pour,noun,over,noun,
1518,bury,noun,with,shovel,
1519,consult,noun,on,topic,
1520,read,topic,in,noun,
1521,tell,creature,about,topic,
1522,ask,creature,about,topic,
1523,ask,creature,for,noun,
1524,pour,noun,on,noun,
1525,pour,noun,over,noun,
1526,attach,noun,to,noun,
1527,tell,creature,about,topic,
1528,ask,creature,about,topic,
1529,consult,noun,about,topic,
1530,consult,noun,on,topic,
1531,read,topic,in,noun,
1532,ask,creature,for,noun,
1533,pour,noun,on,noun,
1534,ask,creature,about,topic,
1535,ask,creature,for,noun,
1536,consult,noun,on,topic,
1537,drag,noun,to,noun,
1538,read,topic,in,noun,
1539,tell,creature,about,topic,
1540,assemble,noun,with,topic,
1541,assemble,noun,to,topic,
1542,pour,noun,on,floor,
1543,pour,noun,on,ground,
1544,push,noun,to,noun,
1545,push,noun,with,noun,
1546,ask,creature,about,topic,
1547,consult,noun,on,topic,
1548,read,topic,in,noun,
1549,place,noun,on,ground,
1550,attach,noun,to,noun,
1551,plug,noun,into,noun,
1552,plug,noun,onto,noun,
1553,drag,noun,to,noun,
1554,drag,noun,with,noun,
1555,tell,creature,about,topic,
1556,ask,creature,to,topic,
1557,ask,creature,for,noun,
1558,pour,noun,on,floor,
1559,pour,noun,on,ground,
1560,blanket,noun,with,noun,
1561,assemble,noun,with,topic,
1562,assemble,noun,to,topic,
1563,ask,creature,about,topic,
1564,ask,creature,for,noun,
1565,consult,noun,on,topic,
1566,read,topic,in,noun,
1567,tell,creature,about,topic,
1568,ask,creature,about,topic,
1569,consult,noun,on,topic,
1570,read,topic,in,noun,
1571,attach,noun,to,noun,
1572,plug,noun,in,noun,
1573,plug,noun,to,noun,
1574,plug,noun,into,noun,
1575,tell,creature,about,topic,
1576,unlock,noun,with,noun,
1577,ask,creature,to,topic,
1578,ask,creature,for,noun,
1579,adjust,time,to,topic,
1580,consult,noun,on,topic,
1581,tell,creature,about,topic,
1582,ask,creature,about,topic,
1583,ask,creature,for,noun,
1584,attach,noun,to,noun,
1585,tell,creature,about,topic,
1586,ask,creature,about,topic,
1587,consult,noun,about,topic,
1588,consult,noun,on,topic,
1589,ask,creature,for,noun,
1590,ask,creature,about,scope,
1591,ask,creature,about,topic,
1592,ask,creature,for,noun,
1593,consult,noun,about,scope,
1594,consult,noun,on,topic,
1595,read,topic,in,noun,
1596,tell,creature,about,scope,
1597,tell,creature,about,topic,
1598,ask,creature,about,scope,
1599,ask,creature,about,topic,
1600,consult,noun,about,topic,
1601,consult,noun,on,topic,
1602,read,topic,in,noun,
1603,tell,creature,about,scope,
1604,tell,creature,about,topic,
1605,ask,creature,to,topic,
1606,ask,creature,for,noun,
1607,ask,creature,about,topic,
1608,ask,creature,for,noun,
1609,consult,noun,on,topic,
1610,fill,noun,with,noun,
1611,put,noun,under,noun,
1612,read,topic,in,noun,
1613,tell,creature,about,topic,
1614,have,sex,with,creature,
1615,ask,creature,about,topic,
1616,consult,noun,on,topic,
1617,read,topic,in,noun,
1618,have,sex,with,creature,
1619,tell,creature,about,topic,
1620,wave,noun,at,noun,
1621,ask,creature,to,topic,
1622,ask,creature,for,noun,
1623,put,noun,under,noun,
1624,read,topic,in,noun,
1625,tell,creature,about,topic,
1626,ask,creature,about,topic,
1627,ask,creature,for,noun,
1628,tell,creature,about,topic,
1629,ask,creature,about,topic,
1630,read,topic,in,noun,
1631,ask,creature,for,noun,
1632,motch,noun,with,multiexcept,
1633,consult,noun,on,topic,
1634,read,topic,in,noun,
1635,tell,creature,about,topic,
1636,ask,creature,about,topic,
1637,ask,creature,for,noun,
1638,ask,creature,for,topic,
1639,drink,noun,from,noun,
1640,pour,ATTRIBUTE44,in,noun,
1641,attach,noun,to,noun,
1642,drink,noun,from,noun,
1643,tell,creature,about,topic,
1644,ask,creature,about,topic,
1645,ask,creature,for,topic,
1646,consult,noun,about,topic,
1647,consult,noun,on,topic,
1648,read,topic,in,noun,
1649,ask,creature,for,noun,
1650,pour,ATTRIBUTE44,in,noun,
1651,pour,ATTRIBUTE44,on,noun,
1652,accuse,creature,of,topic,
1653,tell,creature,about,topic,
1654,ask,creature,for,noun,
1655,ask,creature,about,topic,
1656,ask,creature,about,topic,
1657,ask,creature,for,noun,
1658,tell,creature,about,topic,
1659,adjust,noun,to,topic,
1660,consult,noun,on,topic,
1661,read,topic,in,noun,
1662,tell,creature,about,topic,
1663,ask,creature,about,topic,
1664,ask,creature,for,noun,
1665,attach,noun,to,noun,
1666,tell,creature,about,topic,
1667,ask,creature,about,topic,
1668,consult,noun,about,topic,
1669,consult,noun,on,topic,
1670,read,topic,in,noun,
1671,ask,creature,for,noun,
1672,tell,CREATURE,about,TEXT,
1673,ask,CREATURE,about,TEXT,
1674,take,photograp,of,MULTI,
1675,take,picture,of,MULTI,
1676,play,NUMBER,on,album,
1677,play,NUMBER,on,album,
1678,tell,CREATURE,about,TEXT,
1679,ask,CREATURE,about,TEXT,
1680,tell,CREATURE,about,TEXT,
1681,ask,CREATURE,about,TEXT,
1682,ask,CREATURE,about,TEXT,
1683,tell,CREATURE,about,TEXT,
1684,tell,CREATURE,about,TEXT,
1685,ask,CREATURE,about,TEXT,
1686,tell,creature,about,topic,
1687,ask,creature,for,noun,
1688,ask,creature,about,topic,
1689,follow,parse,5b67,creature,
1690,ask,creature,about,topic,
1691,tell,creature,about,topic,
1692,ask,creature,for,noun,
1693,follow,parse,5b67,creature,
1694,ask,creature,about,topic,
1695,ask,creature,for,noun,
1696,consult,noun,on,topic,
1697,read,topic,in,noun,
1698,tell,creature,about,topic,
1699,ask,creature,about,topic,
1700,consult,noun,on,topic,
1701,read,topic,in,noun,
1702,tell,creature,about,topic,
1703,ask,creature,to,topic,
1704,ask,creature,for,noun,
1705,ask,creature,about,topic,
1706,ask,creature,for,noun,
1707,consult,noun,on,topic,
1708,read,topic,in,noun,
1709,tell,creature,about,topic,
1710,rotate,noun,to,number,
1711,ask,creature,about,topic,
1712,consult,noun,on,topic,
1713,read,topic,in,noun,
1714,rotate,noun,to,number,
1715,tell,creature,about,topic,
1716,ask,creature,to,topic,
1717,ask,creature,for,noun,
1718,tell,creature,about,topic,
1719,ask,creature,for,noun,
1720,ask,creature,about,topic,
1721,ask,creature,about,topic,
1722,ask,creature,for,noun,
1723,tell,creature,about,topic,
1724,ask,creature,for,noun,
1725,ask,creature,about,topic,
1726,ask,creature,about,topic,
1727,tell,creature,about,topic,
1728,ask,creature,for,noun,
1729,tell,CREATURE,about,TEXT,
1730,ask,CREATURE,about,TEXT,
1731,tell,CREATURE,about,TEXT,
1732,ask,CREATURE,about,TEXT,
1733,tell,CREATURE,about,TEXT,
1734,ask,CREATURE,about,TEXT,
1735,consult,noun,on,topic,
1736,read,topic,in,noun,
1737,tell,creature,about,topic,
1738,ask,creature,about,topic,
1739,ask,creature,for,noun,
1740,ask,creature,about,topic,
1741,tell,creature,about,topic,
1742,consult,noun,about,topic,
1743,consult,noun,on,topic,
1744,read,topic,in,noun,
1745,consult,noun,on,topic,
1746,rotate,noun,around,noun,
1747,rotate,noun,from,noun,
1748,tell,creature,about,topic,
1749,ask,creature,about,topic,
1750,ask,creature,for,noun,
1751,call,topic,on,noun,
1752,catch,hold,of,noun,
1753,catch,hold,of,noun,
1754,rotate,noun,to,special,topic
1755,bend,noun,to,special,topic
1756,tell,creature,about,topic,
1757,answer,topic,to,ATTRIBUTE22,
1758,ask,creature,about,topic,
1759,consult,noun,about,topic,
1760,consult,noun,on,topic,
1761,ask,creature,for,noun,
1762,spray,noun,with,ATTRIBUTE33,
1763,rotate,noun,from,noun,
1764,rotate,noun,around,noun,
1765,tell,creature,about,topic,
1766,ask,creature,for,noun,
1767,ask,creature,about,topic,
1768,ask,creature,about,topic,
1769,adjust,noun,to,topic,
1770,tell,creature,about,topic,
1771,ask,creature,for,noun,
1772,ask,creature,about,topic,
1773,ask,creature,for,noun,
1774,consult,noun,on,topic,
1775,read,topic,in,noun,
1776,tell,creature,about,topic,
1777,ask,creature,about,topic,
1778,consult,noun,on,topic,
1779,read,topic,in,noun,
1780,tell,creature,about,topic,
1781,ask,creature,to,topic,
1782,ask,creature,for,noun,
1783,tell,creature,about,topic,
1784,ask,creature,for,noun,
1785,ask,creature,about,topic,
1786,ask,creature,about,topic,
1787,adjust,noun,to,topic,
1788,tell,creature,about,topic,
1789,tell,creature,about,topic,
1790,ask,creature,for,noun,
1791,ask,creature,about,topic,
1792,ask,creature,about,topic,
1793,adjust,noun,to,topic,
1794,tell,creature,about,topic,
1795,ask,creature,for,noun,
1796,tell,creature,about,scope,
1797,tell,creature,about,scope,
1798,tell,creature,about,scope,
1799,tell,creature,about,topic,
1800,ask,creature,for,noun,
1801,ask,creature,about,topic,
1802,ask,creature,about,topic,
1803,lock,noun,with,noun,
1804,adjust,noun,to,topic,
1805,rotate,noun,to,topic,
1806,tell,creature,about,topic,
1807,unlock,noun,with,noun,
1808,ask,creature,for,noun,
1809,tell,creature,about,scope,
1810,tell,creature,about,scope,
1811,tell,creature,about,scope,
1812,tell,creature,about,scope,
1813,ask,creature,about,topic,
1814,ask,creature,for,noun,
1815,consult,noun,on,topic,
1816,drink,noun,from,noun,
1817,fill,noun,with,noun,
1818,tell,creature,about,topic,
1819,throw,noun,at,noun,
1820,ask,creature,about,topic,
1821,burn,noun,with,noun,
1822,consult,noun,on,topic,
1823,discard,noun,in,noun,
1824,fill,noun,with,noun,
1825,tell,creature,about,topic,
1826,throw,noun,at,noun,
1827,unlock,noun,with,noun,
1828,ask,creature,to,topic,
1829,ask,creature,for,noun,
1830,ask,creature,about,topic,
1831,ask,creature,for,noun,
1832,consult,noun,on,topic,
1833,read,topic,in,noun,
1834,tell,creature,about,topic,
1835,ask,creature,about,topic,
1836,consult,noun,on,topic,
1837,read,topic,in,noun,
1838,tell,creature,about,topic,
1839,ask,creature,to,topic,
1840,ask,creature,for,noun,
1841,consult,noun,on,topic,
1842,read,topic,in,noun,
1843,tell,creature,about,topic,
1844,ask,creature,about,topic,
1845,ask,creature,for,noun,
1846,let,go,of,multiheld,
1847,detach,noun,from,noun,
1848,tell,creature,about,topic,
1849,ask,creature,about,topic,
1850,consult,noun,on,topic,
1851,read,topic,in,noun,
1852,ask,creature,for,noun,
1853,detach,noun,from,noun,
1854,ask,creature,about,topic,
1855,ask,creature,for,noun,
1856,ask,ATTRIBUTE0,for,help,
1857,ask,ATTRIBUTE0,for,ride,
1858,consult,noun,on,topic,
1859,put,ATTRIBUTE36,in,noun,
1860,put,ATTRIBUTE36,on,noun,
1861,read,topic,in,noun,
1862,tell,creature,about,topic,
1863,ask,creature,about,topic,
1864,consult,noun,on,topic,
1865,read,topic,in,noun,
1866,rub,noun,on,noun,
1867,tell,creature,about,topic,
1868,ask,creature,to,topic,
1869,ask,creature,for,noun,
1870,ask,ATTRIBUTE0,for,help,
1871,ask,ATTRIBUTE0,for,ride,
1872,have,sex,with,noun,
1873,put,ATTRIBUTE36,in,noun,
1874,tell,creature,about,topic,
1875,ask,creature,for,noun,
1876,ask,creature,about,topic,
1877,ask,creature,about,topic,
1878,adjust,noun,to,topic,
1879,tell,creature,about,topic,
1880,ask,creature,for,noun,
1881,ask,creature,about,topic,
1882,ask,creature,for,noun,
1883,consult,noun,on,topic,
1884,fill,noun,with,noun,
1885,read,topic,in,noun,
1886,tell,creature,about,topic,
1887,ask,creature,about,topic,
1888,consult,noun,on,topic,
1889,read,topic,in,noun,
1890,fill,noun,with,noun,
