,0,1,2,3,4
6854,unclip,noun,,,
6855,put,multiexcept,,,
6856,discard,multiexcept,,,
6857,put,multiexcept,,,
6858,insert,multiexcept,,,
6859,discard,multiexcept,,,
6860,leave,noun,,,
6861,describe,noun,,,
6862,unlock,noun,,,
6863,switch,noun,,,
6864,flip,noun,,,
6865,rotate,noun,,,
6866,switch,noun,,,
6867,flip,noun,,,
6868,burn,noun,,,
6869,burn,noun,,,
6870,hear,noun,,,
6871,affix,noun,,,
6872,bother,topic,,,
6873,punch,noun,,,
6874,adjust,noun,,,
6875,rotate,noun,,,
6876,drag,noun,noun,,
6877,tell,creature,,,
6878,ask,creature,,,
6879,consult,noun,,,
6880,consult,noun,,,
6881,read,scope,,,
6882,ask,creature,,,
6883,check,click,,,
6884,check,click,,,
6885,check,click,,,
6886,are,scope,,,
6887,s,scope,,,
6888,hang,noun,,,
6889,punch,noun,,,
6890,save,noun,,,
6891,are,scope,,,
6892,s,scope,,,
6893,check,click,,,
6894,check,click,,,
6895,left,click,,,
6896,left,click,,,
6897,check,leftcli,noun,,
6898,left,click,,,
6899,left,click,,,
6900,left,click,,,
6901,leftcli,noun,,,
6902,check,rightcl,,,
6903,check,rightcl,,,
6904,left,click,,,
6905,left,click,,,
6906,left,click,,,
6907,left,click,,,
6908,left,click,,,
6909,left,double,click,,
6910,left,doublec,,,
6911,left,double,click,,
6912,left,doublec,,,
6913,left,double,click,,
6914,left,doublec,,,
6915,doublel,click,,,
6916,rightcl,double,noun,,
6917,doubler,click,,,
6918,cook,noun,,,
6919,type,special,special,special,
6920,is,detectivez5,,,
6921,noscript,synonyms,,,
6922,gonear,noun,,,
6923,carry,inventory,,,
6924,pick,multi,,,
6925,put,multiexcept,,,
6926,put,multiexcept,,,
6927,put,multiheld,,,
6928,discard,multiexcept,,,
6929,give,offer,,,
6930,go,synonyms,,,
6931,leave,noun,,,
6932,consult,noun,,,
6933,uncover,undo,,,
6934,describe,examine,,,
6935,read,noun,,,
6936,read,topic,,,
6937,read,footnote,,,
6938,read,note,,,
6939,read,footnote,,,
6940,adjust,noun,,,
6941,adjust,noun,,,
6942,drag,noun,,,
6943,turn,twist,,,
6944,rotate,noun,,,
6945,rotate,noun,,,
6946,rotate,noun,,,
6947,break,crack,,,
6948,hit,kill,,,
6949,wait,synonyms,,,
6950,say,shout,,,
6951,tell,creature,,,
6952,ask,creature,,,
6953,ask,creature,,,
6954,hear,synonyms,,,
6955,hear,noun,,,
6956,feel,synonyms,,,
6957,burn,synonyms,,,
6958,burn,noun,,,
6959,burn,noun,,,
6960,cut,prune,slice,,
6961,help,info,,,
6962,footnote,number,,,
6963,carry,inventory,,,
6964,carry,multi,,,
6965,put,multiheld,,,
6966,discard,multiheld,,,
6967,put,multiexcept,,,
6968,discard,multiexcept,,,
6969,put,multiexcept,,,
6970,insert,multiexcept,,,
6971,discard,multiexcept,,,
6972,leave,noun,,,
6973,check,noun,,,
6974,rotate,noun,,,
6975,switch,noun,,,
6976,rotate,noun,,,
6977,switch,noun,,,
6978,burn,noun,,,
6979,burn,noun,,,
6980,hear,noun,,,
6981,attach,noun,,,
6982,bother,topic,,,
6983,adjust,noun,,,
6984,rotate,noun,,,
6985,tell,creature,,,
6986,ask,creature,,,
6987,consult,noun,,,
6988,consult,noun,,,
6989,read,topic,,,
6990,ask,creature,,,
6991,read,ATTRIBUTE0,,,
6992,read,footnote,,,
6993,read,footnotes,,,
6994,read,footnote,,,
6995,read,note,,,
6996,footnote,number,,,
6997,noscript,synonyms,,,
6998,gonear,noun,,,
6999,carry,inventory,,,
7000,pick,multi,,,
7001,put,multiexcept,,,
7002,put,multiexcept,,,
7003,discard,multiexcept,,,
7004,give,offer,,,
7005,go,synonyms,,,
7006,leave,noun,,,
7007,consult,noun,,,
7008,uncover,undo,,,
7009,describe,examine,,,
7010,read,noun,,,
7011,read,topic,,,
7012,adjust,noun,,,
7013,adjust,noun,,,
7014,turn,twist,,,
7015,rotate,noun,,,
7016,rotate,noun,,,
7017,break,crack,,,
7018,hit,kill,,,
7019,wait,synonyms,,,
7020,say,shout,,,
7021,tell,creature,,,
7022,ask,creature,,,
7023,ask,creature,,,
7024,hear,synonyms,,,
7025,hear,noun,,,
7026,feel,synonyms,,,
7027,burn,synonyms,,,
7028,burn,noun,,,
7029,burn,noun,,,
7030,cut,prune,slice,,
7031,carry,inventory,,,
7032,carry,multi,,,
7033,put,multiheld,,,
7034,discard,multiheld,,,
7035,put,multiexcept,,,
7036,discard,multiexcept,,,
7037,put,multiexcept,,,
7038,insert,multiexcept,,,
7039,discard,multiexcept,,,
7040,leave,noun,,,
7041,check,noun,,,
7042,rotate,noun,,,
7043,switch,noun,,,
7044,rotate,noun,,,
7045,switch,noun,,,
7046,burn,noun,,,
7047,burn,noun,,,
7048,hear,noun,,,
7049,attach,noun,,,
7050,bother,topic,,,
7051,adjust,noun,,,
7052,rotate,noun,,,
7053,tell,creature,,,
7054,ask,creature,,,
7055,consult,noun,,,
7056,consult,noun,,,
7057,read,topic,,,
7058,ask,creature,,,
7059,is,devoursz5,,,
7060,noscript,synonyms,,,
7061,ask,creature,,,
7062,ask,creature,,,
7063,ask,creature,,,
7064,hit,kill,,,
7065,punch,smash,,,
7066,burn,synonyms,,,
7067,burn,noun,,,
7068,consult,noun,,,
7069,cut,prune,slice,,
7070,discard,multiexcept,,,
7071,describe,examine,,,
7072,give,offer,,,
7073,go,synonyms,,,
7074,leave,noun,,,
7075,hear,synonyms,,,
7076,hear,noun,,,
7077,uncover,undo,,,
7078,pick,multi,,,
7079,put,multiexcept,,,
7080,put,multiexcept,,,
7081,read,noun,,,
7082,read,topic,,,
7083,adjust,noun,,,
7084,adjust,noun,,,
7085,using,noun,,,
7086,carry,inventory,,,
7087,tell,creature,,,
7088,tell,creature,,,
7089,feel,synonyms,,,
7090,turn,twist,,,
7091,rotate,noun,,,
7092,rotate,noun,,,
7093,rotate,noun,,,
7094,wait,synonyms,,,
7095,wait,number,,,
7096,wait,number,,,
7097,wait,number,,,
7098,wait,number,,,
7099,wait,number,,,
7100,shout,topic,,,
7101,begin,synonyms,,,
7102,begin,challenge,,,
7103,begin,challenge,,,
7104,ask,creature,,,
7105,burn,noun,,,
7106,burn,noun,,,
7107,consult,noun,,,
7108,read,topic,,,
7109,put,multiheld,,,
7110,leave,noun,,,
7111,insert,multiexcept,,,
7112,put,multiexcept,,,
7113,swipe,noun,,,
7114,swipe,noun,,,
7115,carry,inventory,,,
7116,attach,noun,,,
7117,hear,noun,,,
7118,bother,topic,,,
7119,rotate,noun,,,
7120,put,multiexcept,,,
7121,adjust,noun,,,
7122,switch,noun,,,
7123,rotate,noun,,,
7124,switch,noun,,,
7125,rotate,noun,,,
7126,tell,creature,,,
7127,ask,creature,,,
7128,tell,creature,,,
7129,ask,creature,,,
7130,wait,number,,,
7131,wait,number,,,
7132,wait,number,,,
7133,wait,number,,,
7134,wait,number,,,
7135,shout,topic,,,
7136,begin,challenge,,,
7137,begin,challenge,,,
7138,challenge,mode,,,
7139,is,dewdropsz5,,,
7140,noscript,synonyms,,,
7141,carry,filch,,,
7142,acquire,inventory,,,
7143,pick,multi,,,
7144,put,multiexcept,,,
7145,put,multiexcept,,,
7146,put,multiheld,,,
7147,discard,multiexcept,,,
7148,give,offer,,,
7149,go,synonyms,,,
7150,leave,noun,,,
7151,consult,noun,,,
7152,uncover,undo,,,
7153,describe,examine,,,
7154,read,noun,,,
7155,read,topic,,,
7156,adjust,noun,,,
7157,adjust,noun,,,
7158,turn,twist,,,
7159,rotate,noun,,,
7160,rotate,noun,,,
7161,hit,kick,,,
7162,punch,smash,,,
7163,wait,synonyms,,,
7164,say,shout,,,
7165,tell,creature,,,
7166,ask,creature,,,
7167,ask,creature,,,
7168,hear,synonyms,,,
7169,hear,noun,,,
7170,feel,synonyms,,,
7171,burn,synonyms,,,
7172,burn,noun,,,
7173,burn,noun,,,
7174,cut,prune,slice,,
7175,acknowled,commands,,,
7176,hint,hints,,,
7177,acquire,inventory,,,
7178,put,multiheld,,,
7179,discard,multiheld,,,
7180,put,multiexcept,,,
7181,discard,multiexcept,,,
7182,put,multiexcept,,,
7183,insert,multiexcept,,,
7184,discard,multiexcept,,,
7185,leave,noun,,,
7186,check,noun,,,
7187,rotate,noun,,,
7188,switch,noun,,,
7189,rotate,noun,,,
7190,switch,noun,,,
7191,burn,noun,,,
7192,burn,noun,,,
7193,hear,noun,,,
7194,attach,noun,,,
7195,bother,topic,,,
7196,adjust,noun,,,
7197,drag,noun,,,
7198,rotate,noun,,,
7199,ask,creature,,,
7200,consult,noun,,,
7201,consult,noun,,,
7202,read,topic,,,
7203,ask,creature,,,
7204,release,noun,,,
7205,is,djinniz5,,,
7206,noscript,synonyms,,,
7207,carry,inventory,,,
7208,pick,multi,,,
7209,put,multiexcept,,,
7210,put,multiexcept,,,
7211,put,multiheld,,,
7212,discard,multiexcept,,,
7213,give,offer,,,
7214,go,synonyms,,,
7215,leave,noun,,,
7216,consult,noun,,,
7217,uncover,undo,,,
7218,describe,examine,,,
7219,read,noun,,,
7220,read,topic,,,
7221,adjust,noun,,,
7222,adjust,noun,,,
7223,drag,noun,,,
7224,turn,twist,,,
7225,rotate,noun,,,
7226,rotate,noun,,,
7227,break,crack,,,
7228,hit,kill,,,
7229,wait,synonyms,,,
7230,say,shout,,,
7231,tell,creature,,,
7232,ask,creature,,,
7233,ask,creature,,,
7234,hear,synonyms,,,
7235,hear,noun,,,
7236,feel,synonyms,,,
7237,burn,synonyms,,,
7238,burn,noun,,,
7239,burn,noun,,,
7240,cut,prune,slice,,
7241,explain,ATTRIBUTE0,,,
7242,explain,topic,,,
7243,carry,multi,,,
7244,ask,creature,,,
7245,explain,ATTRIBUTE0,,,
7246,explain,topic,,,
7247,tell,creature,,,
7248,ask,creature,,,
7249,bother,topic,,,
7250,carry,inventory,,,
7251,put,multiexcept,,,
7252,insert,multiexcept,,,
7253,discard,multiexcept,,,
7254,put,multiexcept,,,
7255,discard,multiexcept,,,
7256,put,multiheld,,,
7257,stop,noun,,,
7258,check,noun,,,
7259,leave,noun,,,
7260,rotate,noun,,,
7261,switch,noun,,,
7262,rotate,noun,,,
7263,switch,noun,,,
7264,burn,noun,,,
7265,burn,noun,,,
7266,hear,noun,,,
7267,attach,noun,,,
7268,adjust,noun,,,
7269,consult,noun,,,
7270,consult,noun,,,
7271,read,topic,,,
7272,lift,noun,,,
7273,recall,topic,,,
7274,is,dogslifez5,,,
7275,noscript,synonyms,,,
7276,carry,inventory,,,
7277,pick,multi,,,
7278,put,multiexcept,,,
7279,put,multiexcept,,,
7280,discard,multiexcept,,,
7281,give,offer,,,
7282,go,synonyms,,,
7283,leave,noun,,,
7284,consult,noun,,,
7285,uncover,undo,,,
7286,describe,examine,,,
7287,read,noun,,,
7288,read,topic,,,
7289,adjust,noun,,,
7290,adjust,noun,,,
7291,turn,twist,,,
7292,rotate,noun,,,
7293,rotate,noun,,,
7294,break,crack,,,
7295,hit,kill,,,
7296,wait,synonyms,,,
7297,say,shout,,,
7298,tell,creature,,,
7299,ask,creature,,,
7300,ask,creature,,,
7301,hear,synonyms,,,
7302,hear,noun,,,
7303,feel,synonyms,,,
7304,burn,synonyms,,,
7305,burn,noun,,,
7306,burn,noun,,,
7307,cut,prune,slice,,
7308,carry,inventory,,,
7309,carry,multi,,,
7310,put,multiheld,,,
7311,discard,multiheld,,,
7312,put,multiexcept,,,
7313,discard,multiexcept,,,
7314,put,multiexcept,,,
7315,insert,multiexcept,,,
7316,discard,multiexcept,,,
7317,leave,noun,,,
7318,check,noun,,,
7319,rotate,noun,,,
7320,switch,noun,,,
7321,rotate,noun,,,
7322,switch,noun,,,
7323,burn,noun,,,
7324,burn,noun,,,
7325,hear,noun,,,
7326,attach,noun,,,
7327,bother,topic,,,
7328,adjust,noun,,,
7329,tell,creature,,,
7330,ask,creature,,,
7331,consult,noun,,,
7332,consult,noun,,,
7333,read,topic,,,
7334,ask,creature,,,
7335,scrawl,parse,,,
7336,is,dollz5,,,
7337,noscript,synonyms,,,
7338,carry,inventory,,,
7339,put,multiexcept,,,
7340,put,multiexcept,,,
7341,put,multiheld,,,
7342,discard,multiexcept,,,
7343,give,offer,,,
7344,go,synonyms,,,
7345,leave,noun,,,
7346,consult,noun,,,
7347,uncover,undo,,,
7348,describe,examine,,,
7349,read,noun,,,
7350,read,topic,,,
7351,adjust,noun,,,
7352,adjust,noun,,,
7353,turn,twist,,,
7354,rotate,noun,,,
7355,rotate,noun,,,
7356,hit,kill,,,
7357,punch,smash,,,
7358,wait,synonyms,,,
7359,say,shout,,,
7360,tell,creature,,,
7361,ask,creature,,,
7362,ask,creature,,,
7363,hear,synonyms,,,
7364,hear,noun,,,
7365,feel,synonyms,,,
7366,burn,synonyms,,,
7367,burn,noun,,,
7368,burn,noun,,,
7369,cut,prune,slice,,
7370,hint,info,,,
7371,carry,inventory,,,
7372,carry,multi,,,
7373,put,multiheld,,,
7374,discard,multiheld,,,
7375,put,multiexcept,,,
7376,discard,multiexcept,,,
7377,cover,noun,,,
7378,put,multiexcept,,,
7379,insert,multiexcept,,,
7380,discard,multiexcept,,,
7381,leave,noun,,,
7382,check,noun,,,
7383,rotate,noun,,,
7384,switch,noun,,,
7385,rotate,noun,,,
7386,switch,noun,,,
7387,cover,noun,,,
7388,burn,noun,,,
7389,burn,noun,,,
7390,hear,noun,,,
7391,drink,noun,,,
7392,bother,topic,,,
7393,adjust,noun,,,
7394,rotate,noun,,,
7395,tell,creature,,,
7396,ask,creature,,,
7397,consult,noun,,,
7398,consult,noun,,,
7399,read,topic,,,
7400,ask,creature,,,
7401,spray,noun,,,
7402,held,REVERSE,,,
7403,gonear,scope,,,
7404,carry,inventory,,,
7405,carry,noun,,,
7406,pick,multi,,,
7407,put,multiheld,,,
7408,put,multiexcept,,,
7409,put,multiexcept,,,
7410,discard,multiexcept,,,
7411,give,offer,,,
7412,go,synonyms,,,
7413,describe,examine,,,
7414,check,bed,,,
7415,check,picture,,,
7416,check,hand,,,
7417,check,hand,,,
7418,read,noun,,,
7419,read,topic,,,
7420,adjust,noun,,,
7421,turn,twist,,,
7422,rotate,noun,,,
7423,rotate,noun,,,
7424,rotate,noun,,,
7425,break,crack,,,
7426,hit,kill,,,
7427,wait,synonyms,,,
7428,say,shout,,,
7429,tell,creature,,,
7430,ask,creature,,,
7431,ask,creature,,,
7432,hear,noun,,,
7433,feel,synonyms,,,
7434,burn,synonyms,,,
7435,cut,prune,slice,,
7436,creature,REVERSE,,,
7437,ask,creature,,,
7438,consult,noun,,,
7439,read,topic,,,
7440,carry,noun,,,
7441,put,multiheld,,,
7442,discard,multiheld,,,
7443,check,noun,,,
7444,put,multiexcept,,,
7445,insert,multiexcept,,,
7446,discard,multiexcept,,,
7447,carry,inventory,,,
7448,put,multiexcept,,,
7449,discard,multiexcept,,,
7450,adjust,noun,,,
7451,rotate,noun,,,
7452,switch,noun,,,
7453,switch,noun,,,
7454,rotate,noun,,,
7455,switch,noun,,,
7456,carry,multi,,,
7457,tell,creature,,,
7458,ask,creature,,,
7459,check,flower,,,
7460,check,hand,,,
7461,check,hand,,,
7462,check,walls,,,
7463,gonear,scope,,,
7464,carry,inventory,,,
7465,carry,pee,,,
7466,carry,urine,,,
7467,carry,aim,,,
7468,carry,junk,,,
7469,carry,junk,,,
7470,carry,genitals,,,
7471,carry,genitals,,,
7472,carry,vagina,,,
7473,carry,vagina,,,
7474,carry,noun,,,
7475,pick,multi,,,
7476,put,multiheld,,,
7477,put,multiexcept,,,
7478,put,multiexcept,,,
7479,discard,multiexcept,,,
7480,give,offer,,,
7481,go,synonyms,,,
7482,go,toilet,,,
7483,describe,examine,,,
7484,read,noun,,,
7485,read,topic,,,
7486,adjust,noun,,,
7487,drag,noun,,,
7488,turn,twist,,,
7489,rotate,noun,,,
7490,rotate,noun,,,
7491,break,crack,,,
7492,hit,kill,,,
7493,wait,synonyms,,,
7494,say,shout,,,
7495,creature,REVERSE,,,
7496,tell,creature,,,
7497,ask,creature,,,
7498,ask,creature,,,
7499,hear,noun,,,
7500,feel,synonyms,,,
7501,burn,synonyms,,,
7502,cut,prune,slice,,
7503,cast,xyzzy,,,
7504,aim,junk,,,
7505,aim,junk,,,
7506,aim,junk,,,
7507,aim,pee,,,
7508,aim,pee,,,
7509,aim,junk,,,
7510,aim,pee,,,
7511,grab,junk,,,
7512,grab,genitals,,,
7513,grab,vagina,,,
7514,creature,REVERSE,,,
7515,ask,creature,,,
7516,consult,noun,,,
7517,read,topic,,,
7518,carry,noun,,,
7519,put,multiheld,,,
7520,discard,multiheld,,,
7521,check,noun,,,
7522,put,multiexcept,,,
7523,insert,multiexcept,,,
7524,discard,multiexcept,,,
7525,carry,inventory,,,
7526,lift,noun,,,
7527,rotate,noun,,,
7528,put,multiexcept,,,
7529,discard,multiexcept,,,
7530,adjust,noun,,,
7531,rotate,noun,,,
7532,switch,noun,,,
7533,switch,noun,,,
7534,rotate,noun,,,
7535,switch,noun,,,
7536,carry,multi,,,
7537,tell,creature,,,
7538,lift,noun,,,
7539,ask,creature,,,
7540,cast,xyzzy,,,
7541,carry,pee,,,
7542,carry,piss,,,
7543,carry,urine,,,
7544,carry,aim,,,
7545,aim,junk,,,
7546,aim,pee,,,
7547,aim,junk,,,
7548,aim,junk,,,
7549,aim,pee,,,
7550,aim,pee,,,
7551,aim,junk,,,
7552,aim,pee,,,
7553,carry,junk,,,
7554,carry,junk,,,
7555,carry,genitals,,,
7556,carry,genitals,,,
7557,carry,vagina,,,
7558,carry,vagina,,,
7559,grab,junk,,,
7560,grab,genitals,,,
7561,grab,vagina,,,
7562,go,toilet,,,
7563,cross,toilet,,,
7564,is,draculaz8,,,
7565,noscript,synonyms,,,
7566,say,shout,,,
7567,ask,creature,,,
7568,ask,creature,,,
7569,ask,creature,,,
7570,ask,creature,,,
7571,break,crack,,,
7572,hit,kill,,,
7573,burn,synonyms,,,
7574,burn,noun,,,
7575,b5,e6,,,
7576,consult,noun,,,
7577,consult,noun,,,
7578,cut,prune,slice,,
7579,b5,e6,,,
7580,b5,e6,,,
7581,discard,multiexcept,,,
7582,describe,examine,,,
7583,give,offer,,,
7584,go,synonyms,,,
7585,leave,noun,,,
7586,hear,synonyms,,,
7587,hear,noun,,,
7588,b5,e6,,,
7589,b5,e6,,,
7590,uncover,undo,,,
7591,b5,e6,,,
7592,b5,e6,,,
7593,pick,multi,,,
7594,put,multiexcept,,,
7595,put,multiexcept,,,
7596,read,noun,,,
7597,read,topic,,,
7598,adjust,noun,,,
7599,adjust,noun,,,
7600,b5,e6,,,
7601,switch,noun,,,
7602,carry,inventory,,,
7603,tell,creature,,,
7604,tell,creature,,,
7605,tell,creature,,,
7606,feel,synonyms,,,
7607,turn,twist,,,
7608,rotate,noun,,,
7609,rotate,noun,,,
7610,rotate,noun,,,
7611,wait,synonyms,,,
7612,b5,e6,,,
7613,b5,e6,,,
7614,b5,e6,,,
7615,aim,noun,,,
7616,aim,noun,,,
7617,answer,topic,,,
7618,ask,creature,,,
7619,ask,creature,,,
7620,burn,noun,,,
7621,burn,noun,,,
7622,consult,noun,,,
7623,consult,noun,,,
7624,read,topic,,,
7625,put,multiheld,,,
7626,leave,noun,,,
7627,insert,multiexcept,,,
7628,put,multiexcept,,,
7629,carry,inventory,,,
7630,attach,noun,,,
7631,hear,noun,,,
7632,bother,topic,,,
7633,rotate,noun,,,
7634,put,multiexcept,,,
7635,adjust,noun,,,
7636,switch,noun,,,
7637,rotate,noun,,,
7638,switch,noun,,,
7639,rotate,noun,,,
7640,tell,creature,,,
7641,tell,creature,,,
7642,ask,creature,,,
7643,tell,creature,,,
7644,ask,creature,,,
7645,chat,creature,,,
7646,strip,creature,,,
7647,aim,noun,,,
7648,aim,noun,,,
7649,is,dreamholdz8,,,
7650,noscript,synonyms,,,
7651,carry,inventory,,,
7652,pick,multi,,,
7653,put,multiexcept,,,
7654,put,multiexcept,,,
7655,put,noun,,,
7656,put,multiheld,,,
7657,discard,multiexcept,,,
7658,go,synonyms,,,
7659,leave,noun,,,
7660,consult,noun,,,
7661,uncover,undo,,,
7662,describe,examine,,,
7663,read,noun,,,
7664,read,topic,,,
7665,adjust,noun,,,
7666,adjust,noun,,,
7667,drag,noun,,,
7668,drag,noun,,,
7669,turn,twist,,,
7670,rotate,noun,,,
7671,rotate,noun,,,
7672,rotate,noun,,,
7673,switch,noun,,,
7674,break,crack,,,
7675,hit,kill,,,
7676,wait,synonyms,,,
7677,say,shout,,,
7678,tell,creature,,,
7679,ask,creature,,,
7680,ask,creature,,,
7681,hear,synonyms,,,
7682,hear,noun,,,
7683,feel,synonyms,,,
7684,burn,synonyms,,,
7685,burn,noun,,,
7686,burn,noun,,,
7687,fill,noun,,,
7688,cut,prune,slice,,
7689,am,topic,,,
7690,grab,multiinside,,,
7691,move,noun,,,
7692,move,noun,,,
7693,hang,noun,,,
7694,hang,noun,,,
7695,chill,noun,,,
7696,draw,inscribe,,,
7697,pour,noun,,,
7698,shove,noun,,,
7699,m,topic,,,
7700,s,who,,,
7701,give,creature,,,
7702,carry,inventory,,,
7703,carry,multi,,,
7704,grab,multi,,,
7705,put,multiheld,,,
7706,release,noun,,,
7707,put,multiexcept,,,
7708,discard,multiexcept,,,
7709,hang,noun,,,
7710,put,multiexcept,,,
7711,insert,multiexcept,,,
7712,discard,multiexcept,,,
7713,fill,noun,,,
7714,pour,noun,,,
7715,give,creature,,,
7716,follow,noun,,,
7717,leave,noun,,,
7718,check,noun,,,
7719,rotate,noun,,,
7720,switch,noun,,,
7721,rotate,noun,,,
7722,switch,noun,,,
7723,burn,noun,,,
7724,hear,noun,,,
7725,attach,noun,,,
7726,bother,topic,,,
7727,blow,noun,,,
7728,adjust,noun,,,
7729,drag,noun,,,
7730,move,noun,,,
7731,shove,noun,,,
7732,rotate,noun,,,
7733,move,noun,noun,,
7734,shove,noun,noun,,
7735,crush,noun,,,
7736,tell,creature,,,
7737,ask,creature,,,
7738,consult,noun,,,
7739,read,topic,,,
7740,ask,creature,,,
7741,drag,noun,,,
7742,shove,noun,,,
7743,put,noun,,,
7744,am,topic,,,
7745,crush,noun,,,
7746,burn,noun,,,
7747,ignite,noun,,,
7748,use,topic,,,
7749,impossibl,mode,,,
7750,is,dumontz5,,,
7751,parse,51ce,,,
7752,parse,51ce,,,
7753,parse,51ce,,,
7754,parse,51ce,scope,,
7755,parse,51ce,scope,,
7756,noscript,synonyms,,,
7757,carry,nap,,,
7758,carry,inventory,,,
7759,carry,noun,,,
7760,pick,multi,,,
7761,put,multiexcept,,,
7762,put,multiexcept,,,
7763,put,multiheld,,,
7764,discard,multiexcept,,,
7765,give,offer,,,
7766,go,synonyms,,,
7767,leave,noun,,,
7768,consult,noun,,,
7769,uncover,undo,,,
7770,describe,examine,,,
7771,read,noun,,,
7772,read,noun,,,
7773,adjust,noun,,,
7774,adjust,noun,,,
7775,turn,twist,,,
7776,rotate,noun,,,
7777,rotate,noun,,,
7778,rotate,noun,,,
7779,hit,kill,,,
7780,punch,smash,,,
7781,wait,synonyms,,,
7782,say,shout,,,
7783,tell,creature,,,
7784,ask,creature,,,
7785,ask,creature,,,
7786,hear,synonyms,,,
7787,hear,noun,,,
7788,feel,synonyms,,,
7789,burn,synonyms,,,
7790,burn,noun,,,
7791,burn,noun,,,
7792,fill,noun,,,
7793,cut,prune,slice,,
7794,find,self,,,
7795,find,scope,,,
7796,hint,hints,,,
7797,carry,inventory,,,
7798,carry,multi,,,
7799,put,multiheld,,,
7800,discard,multiheld,,,
7801,put,multiexcept,,,
7802,discard,multiexcept,,,
7803,put,multiexcept,,,
7804,insert,multiexcept,,,
7805,discard,multiexcept,,,
7806,leave,noun,,,
7807,rotate,noun,,,
7808,switch,noun,,,
7809,rotate,noun,,,
7810,switch,noun,,,
7811,burn,noun,,,
7812,burn,noun,,,
7813,hear,noun,,,
7814,bother,topic,,,
7815,adjust,noun,,,
7816,rotate,noun,,,
7817,tell,creature,,,
7818,ask,creature,,,
7819,carry,nap,,,
7820,consult,noun,,,
7821,consult,noun,,,
7822,ask,creature,,,
7823,parse,51ce,,,
7824,parse,51ce,,,
7825,parse,51ce,,,
7826,parse,51ce,,,
7827,parse,51ce,scope,,
7828,parse,51ce,scope,,
7829,find,scope,,,
7830,carry,noun,,,
7831,read,noun,,,
7832,find,self,,,
7833,is,edificez5,,,
7834,noscript,synonyms,,,
7835,carry,inventory,,,
7836,pick,multi,,,
7837,pick,noun,,,
7838,put,multiexcept,,,
7839,put,multiexcept,,,
7840,put,multiheld,,,
7841,discard,multiexcept,,,
7842,give,offer,,,
7843,go,synonyms,,,
7844,go,scope,,,
7845,leave,noun,,,
7846,consult,noun,,,
7847,uncover,undo,,,
7848,describe,examine,,,
7849,read,noun,,,
7850,read,topic,,,
7851,adjust,noun,,,
7852,adjust,noun,,,
7853,drag,noun,,,
7854,drag,noun,scope,,
7855,drag,noun,,,
7856,turn,twist,,,
7857,rotate,noun,,,
7858,rotate,noun,,,
7859,destroy,fight,,,
7860,hit,kill,,,
7861,punch,smash,,,
7862,wait,synonyms,,,
7863,say,shout,,,
7864,tell,creature,,,
7865,tell,creature,,,
7866,ask,creature,,,
7867,ask,creature,,,
7868,ask,creature,,,
7869,hear,synonyms,,,
7870,hear,noun,,,
7871,feel,synonyms,,,
7872,burn,synonyms,,,
7873,burn,noun,,,
7874,burn,noun,,,
7875,cut,prune,slice,,
7876,attend,synonyms,,,
7877,find,notice,,,
7878,ignore,noun,,,
7879,ignoring,noun,,,
7880,break,noun,,,
7881,break,noun,,,
7882,snap,tear,,,
7883,detach,noun,,,
7884,carve,open,noun,,
7885,hold,inventory,,,
7886,cook,noun,,,
7887,write,topic,,,
7888,write,topic,,,
7889,draw,paint,,,
7890,held,parse,,,
7891,shake,head,,,
7892,shake,my,head,,
7893,sit,scope,,,
7894,are,noun,,,
7895,are,scope,,,
7896,hint,hints,,,
7897,carry,inventory,,,
7898,hold,inventory,,,
7899,carry,multi,,,
7900,pick,noun,,,
7901,put,multiheld,,,
7902,put,multiexcept,,,
7903,discard,multiexcept,,,
7904,put,multiexcept,,,
7905,insert,multiexcept,,,
7906,discard,multiexcept,,,
7907,held,REVERSE,,,
7908,leave,noun,,,
7909,check,noun,,,
7910,read,noun,,,
7911,rotate,noun,,,
7912,switch,noun,,,
7913,rotate,noun,,,
7914,switch,noun,,,
7915,denude,ATTRIBUTE2,,,
7916,shake,head,,,
7917,shake,my,head,,
7918,burn,noun,,,
7919,burn,noun,,,
7920,cook,noun,,,
7921,embrace,creature,,,
7922,hear,noun,,,
7923,attach,noun,,,
7924,bother,topic,,,
7925,break,noun,,,
7926,adjust,noun,,,
7927,crumble,noun,,,
7928,tell,creature,,,
7929,tell,creature,,,
7930,ask,creature,,,
7931,ask,creature,,,
7932,consult,noun,,,
7933,consult,noun,,,
7934,read,topic,,,
7935,ask,creature,,,
7936,break,noun,,,
7937,break,noun,,,
7938,attend,noun,,,
7939,carve,noun,,,
7940,carve,open,noun,,
7941,carve,open,noun,,
7942,drag,noun,,,
7943,dismantle,noun,,,
7944,break,noun,,,
7945,detach,noun,,,
7946,detach,noun,,,
7947,embrace,creature,,,
7948,cavort,topic,,,
7949,shrug,my,shoulders,,
7950,sit,scope,,,
7951,go,scope,,,
7952,drag,noun,scope,,
7953,drag,noun,,,
7954,drag,scope,,,
7955,drag,scope,,,
7956,write,topic,,,
7957,depict,scope,,,
7958,held,parse,,,
7959,held,scope,,,
7960,are,scope,,,
7961,carry,inventory,,,
7962,carry,noun,,,
7963,pick,multi,,,
7964,put,multiheld,,,
7965,put,multiexcept,,,
7966,put,multiexcept,,,
7967,discard,multiexcept,,,
7968,give,offer,,,
