,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
252,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground you are carrying a jewel-encrusted egg a pile of leaves,you are carrying a jewel-encrusted egg a pile of leaves,open path,you must tell me how to do that to a way,-1.0,,-61.0,252,252
253,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground you are carrying a jewel-encrusted egg a pile of leaves,you are carrying a jewel-encrusted egg a pile of leaves,go up,you can't go that way,-1.0,,-62.0,253,253
254,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a grating securely fastened into the ground you are carrying a jewel-encrusted egg a pile of leaves,you are carrying a jewel-encrusted egg a pile of leaves,go south,forest path,-0.5, - moved around - ,-62.5,254,254
255,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg a pile of leaves,you are carrying a jewel-encrusted egg a pile of leaves,enter tree,you hit your head against the tree as you attempt this feat,-1.0,,-63.5,255,255
256,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,1.5,0,256
257,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,3.0,1,257
258,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing you are in a small clearing in a well marked forest path that extends to the east and west,1.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,4.5,2,258
259,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go east,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here,1.5, new area score ---canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed - moved around - ,6.0,3,259
260,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable,1.5, new area score ---rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed - moved around - ,7.5,4,260
261,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,7.0,5,261
262,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,6.5,6,262
263,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path,1.5, new area score ---canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed - moved around - ,8.0,7,263
264,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,7.5,8,264
265,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,7.0,9,265
266,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,6.5,10,266
267,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,feel ledge,fiddling with the cliff isn't notably helpful,-1.0,,5.5,11,267
268,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom,-0.5, - moved around - ,5.0,12,268
269,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,4.5,13,269
270,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,4.0,14,270
271,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,3.5,15,271
272,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go down,canyon bottom,-0.5, - moved around - ,3.0,16,272
273,canyon bottom you are beneath the walls of the river canyon which may be climbable here the lesser part of the runoff of aragain falls flows by below to the north is a narrow path you are empty-handed,you are empty-handed,go up,rocky ledge,-0.5, - moved around - ,2.5,17,273
274,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,2.0,18,274
275,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go west,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,3.5,19,275
276,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,5.0,20,276
277,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,4.5,21,277
278,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,4.0,22,278
279,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,3.5,23,279
280,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest,-0.5, - moved around - ,3.0,24,280
281,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,2.5,25,281
282,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,2.0,26,282
283,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go south,forest,-0.5, - moved around - ,1.5,27,283
284,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest ,-0.5, - moved around - ,1.0,28,284
285,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go south,forest ,-0.5, - moved around - ,0.5,29,285
286,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,0.0,30,286
287,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,1.5,31,287
288,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,3.0,32,288
289,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,2.5,33,289
290,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,2.0,34,290
291,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,1.5,35,291
292,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,1.0,36,292
293,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house,-0.5, - moved around - ,0.5,37,293
294,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,0.0,38,294
295,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing,-0.5, - moved around - ,-0.5,39,295
296,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go north,forest this is a dimly lit forest with large trees all around,-0.5, - moved around - ,-1.0,40,296
297,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,-1.5,41,297
298,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,pour branches from forest,you're not carrying the tree ,-1.0,,-2.5,42,298
299,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-3.0,43,299
300,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path ,-0.5, - moved around - ,-3.5,44,300
301,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-4.0,45,301
302,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-4.5,46,302
303,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,pour mailbox in door,you're not carrying the small mailbox,-1.0,,-5.5,47,303
304,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,flip door for house,you can't turn that,-1.0,,-6.5,48,304
305,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed - moved around - ,-5.0,49,305
306,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,-5.5,50,306
307,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,-6.0,51,307
308,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path,-0.5, - moved around - ,-6.5,52,308
309,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-7.0,53,309
310,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,-7.5,54,310
311,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing,-0.5, - moved around - ,-8.0,55,311
312,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go east,canyon view,-0.5, - moved around - ,-8.5,56,312
313,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge,-0.5, - moved around - ,-9.0,57,313
314,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,-9.5,58,314
315,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,pour walls in mountains,you can't see any mountains here,-1.0,,-10.5,59,315
316,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,cut walls with path,"the ""cutting edge"" of a way is hardly adequate",-1.0,,-11.5,60,316
317,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go down,rocky ledge,-0.5, - moved around - ,-12.0,61,317
318,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,hide cliff on ledge,you don't have the cliff,-1.0,,-13.0,62,318
319,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,-13.5,63,319
320,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go east,rocky ledge,-0.5, - moved around - ,-14.0,64,320
321,rocky ledge you are on a ledge about halfway up the wall of the river canyon you can see from here that the main flow from aragain falls twists along a passage which it is impossible for you to enter below you is the canyon bottom above you is more cliff which appears climbable you are empty-handed,you are empty-handed,go up,canyon view,-0.5, - moved around - ,-14.5,65,321
322,canyon view you are at the top of the great canyon on its west wall from here there is a marvelous view of the canyon and parts of the frigid river upstream across the canyon the walls of the white cliffs join the mighty ramparts of the flathead mountains to the east following the canyon upstream to the north aragain falls may be seen complete with rainbow the mighty frigid river flows out from a great dark cavern to the west and south can be seen an immense forest stretching for miles around a path leads northwest it is possible to climb down into the canyon from here you are empty-handed,you are empty-handed,go northwest,clearing,-0.5, - moved around - ,-15.0,66,322
323,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go north,forest,-0.5, - moved around - ,-15.5,67,323
324,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,-16.0,68,324
325,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-16.5,69,325
326,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-17.0,70,326
327,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-17.5,71,327
328,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,break trees,what do you want to break the trees with,-1.0,,-18.5,72,328
329,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,-19.0,73,329
330,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-19.5,74,330
331,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,-20.0,75,331
332,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-20.5,76,332
333,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-21.0,77,333
334,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-21.5,78,334
335,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-22.0,79,335
336,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,-22.5,80,336
337,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,-23.0,81,337
338,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-23.5,82,338
339,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go south,forest,-0.5, - moved around - ,-24.0,83,339
340,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest ,-0.5, - moved around - ,-24.5,84,340
341,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path ,-0.5, - moved around - ,-25.0,85,341
342,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-25.5,86,342
343,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,-26.0,87,343
344,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,-26.5,88,344
345,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,-27.0,89,345
346,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path ,-0.5, - moved around - ,-27.5,90,346
347,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,-28.0,91,347
348,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,-28.5,92,348
349,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-29.0,93,349
350,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-29.5,94,350
351,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,-30.0,95,351
352,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-30.5,96,352
353,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house,-0.5, - moved around - ,-31.0,97,353
354,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,fill house with path,that's easy for you to say since you don't even have the way,-1.0,,-32.0,98,354
355,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,,1.5, new area score ---behind house behind house score 0 moves 299 behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,-30.5,99,355
356,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,-31.0,100,356
357,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,-31.5,101,357
358,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go southwest,south of house,-0.5, - moved around - ,-32.0,102,358
359,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-32.5,103,359
360,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,-33.0,104,360
361,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-33.5,105,361
362,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,-34.0,106,362
363,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-34.5,107,363
364,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,open window,with great effort you open the window far enough to allow entry,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed - moved around - ,-33.0,108,364
365,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,spray window on path,how singularly useless,-1.0,,-34.0,109,365
366,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,-34.5,110,366
367,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-35.0,111,367
368,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go west,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water,11.5, game score: 10  new area score ---kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed - moved around - ,-23.5,112,368
369,kitchen you are in the kitchen of the white house a table seems to have been used recently for the preparation of food a passage leads to the west and a dark staircase can be seen leading upward a dark chimney leads down and to the east is a small window which is open on the table is an elongated brown sack smelling of hot peppers a bottle is sitting on the table the glass bottle contains a quantity of water you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,-24.0,113,369
370,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,spray path on house,how singularly useless,-1.0,,-25.0,114,370
371,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,-25.5,115,371
372,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,unlock windows with house,it doesn't seem to work,-1.0,,-26.5,116,372
