,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
168,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pick one,there seems to be a noun missing in that sentence,-1.0,,-40.5,168,168
169,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,get nest,you can't see any nest here ,-1.0,,-41.5,169,169
170,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,carry path from gold,you can't see any gold here,-1.0,,-42.5,170,170
171,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,give gold to one,there seems to be a noun missing in that sentence,-1.0,,-43.5,171,171
172,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,eat one,there seems to be a noun missing in that sentence,-1.0,,-44.5,172,172
173,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,enter path,you hit your head against the way as you attempt this feat,-1.0,,-45.5,173,173
174,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,carry path from bird,the way isn't in the songbird,-1.0,,-46.5,174,174
175,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-47.0,175,175
176,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-47.5,176,176
177,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest,-0.5, - moved around - ,-48.0,177,177
178,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-48.5,178,178
179,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pull tree,you can't move the tree,-1.0,,-49.5,179,179
180,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,give path to bird,you don't have the way,-1.0,,-50.5,180,180
181,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,move one,there seems to be a noun missing in that sentence,-1.0,,-51.5,181,181
182,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go southwest,,-1.0,,-52.5,182,182
183,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pull path,you can't move the way,-1.0,,-53.5,183,183
184,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,carry path from one,there seems to be a noun missing in that sentence,-1.0,,-54.5,184,184
185,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pick nest with path,you can't see any nest here,-1.0,,-55.5,185,185
186,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pull one,there seems to be a noun missing in that sentence,-1.0,,-56.5,186,186
187,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go southeast,you can't go that way,-1.0,,-57.5,187,187
188,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,find tree,it's right here,-1.0,,-58.5,188,188
189,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go north,clearing on the ground is a pile of leaves,-0.5, - moved around - ,-59.0,189,189
190,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-59.5,190,190
191,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,unlock nest with gold,those things aren't here ,-1.0,,-60.5,191,191
192,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pick one with path,there seems to be a noun missing in that sentence,-1.0,,-61.5,192,192
193,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,eat egg,taken i don't think that the jewel-encrusted egg would agree with you,9.5, game score: 5  inventory score (you are empty-handed --- you are carrying a jewel-encrusted egg) new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg - moved around - ,-52.0,193,193
194,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg - moved around - ,-50.5,194,194
195,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,ask egg,you can't talk to the jewel-encrusted egg,-1.0,,-51.5,195,195
196,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,go south,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg - moved around - ,-50.0,196,196
197,forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,-50.5,197,197
198,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go south,forest,-0.5, - moved around - ,-51.0,198,198
199,forest this is a dimly lit forest with large trees all around you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,go west,forest,-0.5, - moved around - ,-51.5,199,199
200,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg ,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a jewel-encrusted egg - moved around - ,-50.0,200,200
201,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a jewel-encrusted egg,you are carrying a jewel-encrusted egg,leave egg,dropped,4.5, inventory score (you are carrying a jewel-encrusted egg --- you are empty-handed) new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed - moved around - ,-45.5,201,201
202,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,pull path,you can't move the way,-1.0,,-46.5,202,202
203,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go down,you can't go that way,-1.0,,-47.5,203,203
204,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go northeast,you can't go that way,-1.0,,-48.5,204,204
205,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,leave egg,you're not carrying the jewel-encrusted egg,-1.0,,-49.5,205,205
206,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,enter path,you hit your head against the way as you attempt this feat,-1.0,,-50.5,206,206
207,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,break egg,what do you want to break the egg with,-1.0,,-51.5,207,207
208,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,eat path,i don't think that the way would agree with you,-1.0,,-52.5,208,208
209,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go southeast,you can't go that way,-1.0,,-53.5,209,209
210,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go up,you can't go that way,-1.0,,-54.5,210,210
211,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,fill path,there is nothing to fill it with,-1.0,,-55.5,211,211
212,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path ,-0.5, - moved around - ,-56.0,212,212
213,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed ,go up,up a tree ,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed - moved around - ,-54.5,213,213
214,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path ,-0.5, - moved around - ,-55.0,214,214
215,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree,-0.5, - moved around - ,-55.5,215,215
216,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed ,go down,forest path,-0.5, - moved around - ,-56.0,216,216
217,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-56.5,217,217
218,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house,-0.5, - moved around - ,-57.0,218,218
219,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go southwest,south of house there is a bird's nest here,-0.5, - moved around - ,-57.5,219,219
220,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,ask door,you can't see any door here,-1.0,,-58.5,220,220
221,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,carry door from nest,you can't see any door here,-1.0,,-59.5,221,221
222,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,pull nest,moving the bird's nest reveals nothing,-1.0,,-60.5,222,222
223,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,fill nest,there is nothing to fill it with,-1.0,,-61.5,223,223
224,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,find nest,it's right here,-1.0,,-62.5,224,224
225,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,carry door from bird,those things aren't here,-1.0,,-63.5,225,225
226,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,pull bird,you can't see any bird here,-1.0,,-64.5,226,226
227,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,wear nest,you can't wear the bird's nest,-1.0,,-65.5,227,227
228,south of house you are facing the south side of a white house there is no door here and all the windows are boarded there is a bird's nest here you are empty-handed,you are empty-handed,read nest with bird,taken you can't see any bird here,0.0, - moved around - ,-65.5,228,228
229,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest,you are carrying a bird's nest,pick house,you can't pick that,-1.0,,-66.5,229,229
230,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are carrying a bird's nest,you are carrying a bird's nest,go south,forest,-0.5, - moved around - ,-67.0,230,230
231,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped,0.0, - moved around - ,-67.0,231,231
232,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are empty-handed,you are empty-handed,read nest,taken how does one read a bird's nest,0.0, - moved around - ,-67.0,232,232
233,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest,you are carrying a bird's nest,pour nest,dropped,0.0, - moved around - ,-67.0,233,233
234,forest this is a dimly lit forest with large trees all around there is a bird's nest here you are empty-handed,you are empty-handed,unlock bird with nest,taken you can't see any songbird here,0.0, - moved around - ,-67.0,234,234
235,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest,you are carrying a bird's nest,go west,forest,-0.5, - moved around - ,-67.5,235,235
236,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest,you are carrying a bird's nest,go east,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest - moved around - ,-66.0,236,236
237,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go up,up a tree,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest - moved around - ,-64.5,237,237
238,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest,you are carrying a bird's nest,go down,forest path,-0.5, - moved around - ,-65.0,238,238
239,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,give tree to nest,you don't have the tree,-1.0,,-66.0,239,239
240,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go east,forest,-0.5, - moved around - ,-66.5,240,240
241,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest,you are carrying a bird's nest,go west,forest path,-0.5, - moved around - ,-67.0,241,241
242,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go north,clearing there is a jewel-encrusted egg here on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are carrying a bird's nest - moved around - ,-65.5,242,242
243,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are carrying a bird's nest,you are carrying a bird's nest,carry nest to bird,that sentence isn't one i recognize,-1.0,,-66.5,243,243
244,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are carrying a bird's nest,you are carrying a bird's nest,break path,what do you want to break the path with,-1.0,,-67.5,244,244
245,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are carrying a bird's nest,you are carrying a bird's nest,enter bird,you can't see any bird here,-1.0,,-68.5,245,245
246,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a jewel-encrusted egg here on the ground is a pile of leaves you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped,2.0, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a bird's nest here there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed - moved around - ,-66.5,246,246
247,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a bird's nest here there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,kick path,kicking the way isn't notably helpful,-1.0,,-67.5,247,247
248,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a bird's nest here there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,play nest,that's silly,-1.0,,-68.5,248,248
249,clearing you are in a clearing with a forest surrounding you on all sides a path leads south there is a bird's nest here there is a jewel-encrusted egg here on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,-69.0,249,249
250,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed ,go west,forest path,-0.5, - moved around - ,-69.5,250,250
251,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree ,-0.5, - moved around - ,-70.0,251,251
252,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are empty-handed,you are empty-handed,go down,forest path,-0.5, - moved around - ,-70.5,252,252
253,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,-71.0,253,253
254,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,-71.5,254,254
255,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,play house,that's silly,-1.0,,-72.5,255,255
256,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed - moved around - ,1.5,0,256
257,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,1.0,1,257
258,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go north,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,2.5,2,258
259,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,2.0,3,259
260,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go north,north of house,-0.5, - moved around - ,1.5,4,260
261,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,1.0,5,261
262,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go southeast,south of house,-0.5, - moved around - ,0.5,6,262
263,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,0.0,7,263
264,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,1.5,8,264
265,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed ,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,3.0,9,265
266,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go south,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,4.5,10,266
267,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,4.0,11,267
268,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,5.5,12,268
269,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,5.0,13,269
270,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,4.5,14,270
271,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,4.0,15,271
272,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northeast,behind house,-0.5, - moved around - ,3.5,16,272
273,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,3.0,17,273
274,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,2.5,18,274
275,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,go east,clearing you are in a small clearing in a well marked forest path that extends to the east and west,1.5, new area score ---clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed - moved around - ,4.0,19,275
276,clearing you are in a small clearing in a well marked forest path that extends to the east and west you are empty-handed,you are empty-handed,go north,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,5.5,20,276
277,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,5.0,21,277
