,Surroundings,Inventory,Action,Response,Reward,Reward_Type,Score,Moves,Total_Moves
735,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,carry gold to one,that sentence isn't one i recognize,-1.0,,-77.5,223,735
736,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,read gold with bird,you can't see any gold here,-1.0,,-78.5,224,736
737,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,eat nest,taken i don't think that the bird's nest would agree with you ,2.5, inventory score (you are empty-handed --- you are carrying a bird's nest ) - moved around - ,-76.0,225,737
738,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest ,shake nest,shaken ,-1.0,,-77.0,226,738
739,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go west,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest - moved around - ,-75.5,227,739
740,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest ,go east,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-76.0,228,740
741,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest ,go east,forest the forest thins out revealing impassable mountains,1.5, new area score ---forest the forest thins out revealing impassable mountains you are carrying a bird's nest - moved around - ,-74.5,229,741
742,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,go south,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-75.0,230,742
743,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go east,forest,-0.5, - moved around - ,-75.5,231,743
744,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,play nest,that's silly,-1.0,,-76.5,232,744
745,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,go west,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-77.0,233,745
746,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,pick nest with one,there seems to be a noun missing in that sentence,-1.0,,-78.0,234,746
747,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest ,ask egg,you can't talk to the jewel-encrusted egg,-1.0,,-79.0,235,747
748,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,give nest to gold,you can't see any gold here,-1.0,,-80.0,236,748
749,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go east,forest,-0.5, - moved around - ,-80.5,237,749
750,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,ask bird,you can't see any bird here,-1.0,,-81.5,238,750
751,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,enter forest,you can't see any forest here,-1.0,,-82.5,239,751
752,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,go west,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,-83.0,240,752
753,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,break gold,what do you want to break the gold with,-1.0,,-84.0,241,753
754,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go east,forest,-0.5, - moved around - ,-84.5,242,754
755,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped,2.0, new area score ---forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed - moved around - ,-82.5,243,755
756,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,pour bird on nest,you can't see any bird here,-1.0,,-83.5,244,756
757,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,go up,the mountains are impassable,-1.0,,-84.5,245,757
758,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,play bird,you can't see any bird here,-1.0,,-85.5,246,758
759,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,go northeast,you can't go that way,-1.0,,-86.5,247,759
760,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,get bird,you can't see any bird here,-1.0,,-87.5,248,760
761,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,cut nest with forest,you can't see any forest here,-1.0,,-88.5,249,761
762,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,go south,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,1.5, new area score ---forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,-87.0,250,762
763,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,carry gold to one,that sentence isn't one i recognize,-1.0,,-88.0,251,763
764,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,pick nest with gold,those things aren't here,-1.0,,-89.0,252,764
765,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed ,hide gold in nest,you don't have that,-1.0,,-90.0,253,765
766,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,go east,forest there is a bird's nest here,-0.5, - moved around - ,-90.5,254,766
767,forest the forest thins out revealing impassable mountains there is a bird's nest here you are empty-handed,you are empty-handed,leave bird,you can't see any bird here,-1.0,,-91.5,255,767
768,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go northeast,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees,1.5, new area score ---north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed - moved around - ,1.5,0,768
769,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go southeast,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed - moved around - ,3.0,1,769
770,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is slightly ajar you are empty-handed,you are empty-handed,open window,with great effort you open the window far enough to allow entry,1.5, new area score ---behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed - moved around - ,4.5,2,770
771,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,4.0,3,771
772,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go north,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed - moved around - ,5.5,4,772
773,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest this is a dimly lit forest with large trees all around,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are empty-handed - moved around - ,7.0,5,773
774,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,6.5,6,774
775,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go north,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed - moved around - ,8.0,7,775
776,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are empty-handed,you are empty-handed,go east,forest ,-0.5, - moved around - ,7.5,8,776
777,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,7.0,9,777
778,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go south,north of house,-0.5, - moved around - ,6.5,10,778
779,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,fix path with trees,you can't see any trees here,-1.0,,5.5,11,779
780,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go east,behind house,-0.5, - moved around - ,5.0,12,780
781,behind house you are behind the white house a path leads into the forest to the east in one corner of the house there is a small window which is open you are empty-handed,you are empty-handed,go northwest,north of house,-0.5, - moved around - ,4.5,13,781
782,north of house you are facing the north side of a white house there is no door here and all the windows are boarded up to the north a narrow path winds through the trees you are empty-handed,you are empty-handed,go west,west of house there is a small mailbox here,-0.5, - moved around - ,4.0,14,782
783,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house you are facing the south side of a white house there is no door here and all the windows are boarded,1.5, new area score ---south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed - moved around - ,5.5,15,783
784,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,5.0,16,784
785,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go south,south of house,-0.5, - moved around - ,4.5,17,785
786,south of house you are facing the south side of a white house there is no door here and all the windows are boarded you are empty-handed,you are empty-handed,go northwest,west of house there is a small mailbox here,-0.5, - moved around - ,4.0,18,786
787,west of house you are standing in an open field west of a white house with a boarded front door there is a small mailbox here you are empty-handed,you are empty-handed,go west,forest this is a forest with trees in all directions to the east there appears to be sunlight,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed - moved around - ,5.5,19,787
788,forest this is a forest with trees in all directions to the east there appears to be sunlight you are empty-handed,you are empty-handed,go east,forest path ,-0.5, - moved around - ,5.0,20,788
789,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,4.5,21,789
790,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,4.0,22,790
791,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go east,forest,-0.5, - moved around - ,3.5,23,791
792,forest this is a dimly lit forest with large trees all around you are empty-handed,you are empty-handed,go west,forest path,-0.5, - moved around - ,3.0,24,792
793,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are empty-handed,you are empty-handed,go up,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile ,1.5, new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed - moved around - ,4.5,25,793
794,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach beside you on the branch is a small bird's nest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are empty-handed,you are empty-handed,read nest with bird,taken how does one look through a songbird,4.5, inventory score (you are empty-handed --- you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg) new area score ---up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,9.0,26,794
795,up a tree you are about 10 feet above the ground nestled among some large branches the nearest branch above you is above your reach you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go down,forest path,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,10.5,27,795
796,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go west,forest ,1.5, new area score ---forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,12.0,28,796
797,forest this is a forest with trees in all directions to the east there appears to be sunlight you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,go east,forest path,-0.5, - moved around - ,11.5,29,797
798,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg ,hide forest on bird,you don't have the forest,-1.0,,10.5,30,798
799,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go north,clearing on the ground is a pile of leaves,1.5, new area score ---clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,12.0,31,799
800,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,pick egg,you can't pick that,-1.0,,11.0,32,800
801,clearing you are in a clearing with a forest surrounding you on all sides a path leads south on the ground is a pile of leaves you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,go east,forest,1.5, new area score ---forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg - moved around - ,12.5,33,801
802,forest this is a dimly lit forest with large trees all around you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,you are carrying a bird's nest the bird's nest contains a jewel-encrusted egg,pour egg in nest,dropped,1.5, new area score ---forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest - moved around - ,14.0,34,802
803,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest ,give one to gold,there seems to be a noun missing in that sentence,-1.0,,13.0,35,803
804,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go west,forest path ,1.5, new area score ---forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest - moved around - ,14.5,36,804
805,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,hide path under nest,you don't have the way,-1.0,,13.5,37,805
806,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go east,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,13.0,38,806
807,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,fill nest with bird,that's easy for you to say since you don't even have the songbird ,-1.0,,12.0,39,807
808,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go west,forest path,-0.5, - moved around - ,11.5,40,808
809,forest path this is a path winding through a dimly lit forest the path heads north- south here one particularly large tree with some low branches stands at the edge of the path you are carrying a bird's nest,you are carrying a bird's nest,go east,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,11.0,41,809
810,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,leave egg,you're not carrying the jewel-encrusted egg,-1.0,,10.0,42,810
811,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,go east,forest the forest thins out revealing impassable mountains,1.5, new area score ---forest the forest thins out revealing impassable mountains you are carrying a bird's nest - moved around - ,11.5,43,811
812,forest the forest thins out revealing impassable mountains you are carrying a bird's nest,you are carrying a bird's nest,go north,forest in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile,-0.5, - moved around - ,11.0,44,812
813,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile you are carrying a bird's nest,you are carrying a bird's nest,leave nest,dropped ,4.5, inventory score (you are carrying a bird's nest --- you are empty-handed) new area score ---forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed - moved around - ,15.5,45,813
814,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,give one to gold,there seems to be a noun missing in that sentence,-1.0,,14.5,46,814
815,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,pick one,there seems to be a noun missing in that sentence,-1.0,,13.5,47,815
816,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed ,carry one to gold,that sentence isn't one i recognize,-1.0,,12.5,48,816
817,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,eat one,there seems to be a noun missing in that sentence,-1.0,,11.5,49,817
818,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,unlock one with gold,there seems to be a noun missing in that sentence,-1.0,,10.5,50,818
819,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,open gold,you can't see any gold here,-1.0,,9.5,51,819
820,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,kick bird,you can't see any songbird here,-1.0,,8.5,52,820
821,forest this is a dimly lit forest with large trees all around in the bird's nest is a large egg encrusted with precious jewels apparently scavenged by a childless songbird the egg is covered with fine gold inlay and ornamented in lapis lazuli and mother-of-pearl unlike most eggs this one is hinged and closed with a delicate looking clasp the egg appears extremely fragile there is a bird's nest here you are empty-handed,you are empty-handed,ask nest,you can't talk to the bird's nest,-1.0,,7.5,53,821
